ID,MEAN_HYP:1,MEAN_HYP:2,MEAN_HYP:3,MEAN_FCT_HOD:1,MEAN_FCT_HOD:2,MEAN_FCT_HOD:3,MEAN_FCT_AL,MEAN_FCT_OL,MEAN_FCT_SF,MEAN_FCT_OT,MEAN_FCT_CM,NB_SPC,folds_split_C
enabled_col,T,T,T,T,T,T,T,T,T,T,T,F,F
147962,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
147963,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
147964,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
147965,0.143,0.143,0.714,1.000,0.000,0.000,0.000,1.000,0.143,0.143,0.143,7,F:EU
147966,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
147967,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
147968,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
147969,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
147970,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
147971,0.300,0.200,0.500,1.000,0.000,0.000,0.000,0.900,0.200,0.100,0.100,10,F:EU
147972,0.300,0.200,0.500,1.000,0.000,0.000,0.000,0.900,0.200,0.100,0.100,10,F:EU
147973,0.273,0.182,0.545,1.000,0.000,0.000,0.000,0.909,0.182,0.091,0.091,11,F:EU
147974,0.333,0.222,0.444,1.000,0.000,0.000,0.000,0.889,0.222,0.111,0.111,9,F:EU
147975,0.333,0.222,0.444,1.000,0.000,0.000,0.000,0.889,0.222,0.111,0.111,9,F:EU
147976,0.300,0.200,0.500,1.000,0.000,0.000,0.000,0.900,0.200,0.100,0.100,10,F:EU
147977,0.364,0.182,0.455,1.000,0.000,0.000,0.000,0.818,0.273,0.091,0.091,11,F:EU
147978,0.455,0.182,0.364,1.000,0.000,0.000,0.000,0.818,0.273,0.000,0.000,11,F:EU
147979,0.500,0.100,0.400,1.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,10,F:EU
147980,0.500,0.100,0.400,1.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,10,F:EU
147981,0.455,0.182,0.364,1.000,0.000,0.000,0.000,0.818,0.273,0.000,0.000,11,F:EU
147982,0.462,0.154,0.385,1.000,0.000,0.000,0.077,0.769,0.231,0.000,0.000,13,F:EU
147983,0.500,0.100,0.400,1.000,0.000,0.000,0.100,0.800,0.200,0.000,0.000,10,F:EU
147984,0.556,0.111,0.333,1.000,0.000,0.000,0.111,0.778,0.222,0.000,0.000,9,F:EU
147985,0.556,0.111,0.333,1.000,0.000,0.000,0.111,0.778,0.222,0.000,0.000,9,F:EU
147986,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
147987,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
147988,0.700,0.100,0.200,1.000,0.000,0.000,0.100,0.700,0.300,0.000,0.000,10,F:EU
147989,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
147990,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
147991,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
147992,0.875,0.000,0.125,1.000,0.000,0.000,0.125,0.625,0.250,0.000,0.000,8,F:EU
147993,0.857,0.000,0.143,1.000,0.000,0.000,0.143,0.571,0.143,0.000,0.000,7,F:EU
147994,0.714,0.000,0.286,1.000,0.000,0.000,0.000,0.714,0.143,0.000,0.000,7,F:EU
147995,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,6,F:EU
147996,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,6,F:EU
147997,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,6,F:EU
147998,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,6,F:EU
147999,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148037,0.667,0.333,0.000,1.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,3,F:EU
148038,0.500,0.250,0.250,1.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,4,F:EU
148039,0.500,0.250,0.250,1.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,4,F:EU
148041,0.500,0.250,0.250,1.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,4,F:EU
148042,0.500,0.250,0.250,1.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,4,F:EU
148548,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
148549,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
148550,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
148551,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
148556,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148557,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148558,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148559,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148560,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148561,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148562,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148563,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148564,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148565,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148566,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148567,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148568,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148569,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148588,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,3,F:EU
148591,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,3,F:EU
148592,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,3,F:EU
148597,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,3,F:EU
148598,0.500,0.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,4,F:EU
148599,0.600,0.200,0.200,1.000,0.000,0.000,0.000,0.600,0.200,0.000,0.000,5,F:EU
148600,0.375,0.125,0.500,1.000,0.000,0.000,0.000,0.750,0.125,0.000,0.000,8,F:EU
148601,0.250,0.250,0.500,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:EU
148602,0.250,0.250,0.500,1.000,0.000,0.000,0.000,1.000,0.250,0.250,0.250,4,F:EU
148603,0.200,0.200,0.600,1.000,0.000,0.000,0.000,1.000,0.200,0.200,0.200,5,F:EU
148604,0.000,0.250,0.750,1.000,0.000,0.000,0.000,1.000,0.250,0.250,0.250,4,F:EU
148605,0.000,0.200,0.800,1.000,0.000,0.000,0.000,1.000,0.200,0.200,0.200,5,F:EU
148606,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
148607,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
148608,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
148609,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
148610,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148611,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148612,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148613,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148614,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148615,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148616,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148617,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148618,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148619,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148620,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148621,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148622,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148623,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148624,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148625,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148626,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148627,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148628,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148629,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148630,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148631,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148632,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
148633,0.143,0.143,0.714,1.000,0.000,0.000,0.000,1.000,0.143,0.143,0.143,7,F:EU
148634,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
148635,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
148636,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
148637,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
148638,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
148639,0.300,0.200,0.500,1.000,0.000,0.000,0.000,0.900,0.200,0.100,0.100,10,F:EU
148640,0.300,0.300,0.400,1.000,0.000,0.000,0.000,0.900,0.300,0.100,0.100,10,F:EU
148641,0.300,0.300,0.400,1.000,0.000,0.000,0.000,0.900,0.300,0.100,0.100,10,F:EU
148642,0.250,0.250,0.500,1.000,0.000,0.000,0.000,0.917,0.250,0.083,0.083,12,F:EU
148643,0.250,0.250,0.500,1.000,0.000,0.000,0.000,0.917,0.250,0.083,0.083,12,F:EU
148644,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.889,0.333,0.000,0.000,9,F:EU
148645,0.300,0.300,0.400,1.000,0.000,0.000,0.000,0.900,0.300,0.000,0.000,10,F:EU
148646,0.455,0.182,0.364,1.000,0.000,0.000,0.000,0.818,0.273,0.000,0.000,11,F:EU
148647,0.455,0.182,0.364,1.000,0.000,0.000,0.000,0.818,0.273,0.000,0.000,11,F:EU
148648,0.500,0.100,0.400,1.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,10,F:EU
148649,0.545,0.091,0.364,1.000,0.000,0.000,0.091,0.727,0.182,0.000,0.000,11,F:EU
148650,0.545,0.091,0.364,1.000,0.000,0.000,0.091,0.727,0.182,0.000,0.000,11,F:EU
148651,0.538,0.077,0.385,1.000,0.000,0.000,0.077,0.692,0.154,0.000,0.000,13,F:EU
148652,0.571,0.143,0.286,1.000,0.000,0.000,0.071,0.714,0.286,0.000,0.000,14,F:EU
148653,0.583,0.083,0.333,1.000,0.000,0.000,0.083,0.750,0.250,0.000,0.000,12,F:EU
148654,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
148655,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
148656,0.700,0.100,0.200,1.000,0.000,0.000,0.100,0.700,0.300,0.000,0.000,10,F:EU
148657,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
148658,0.636,0.091,0.273,1.000,0.000,0.000,0.091,0.727,0.273,0.000,0.000,11,F:EU
148659,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
148660,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
148661,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
148662,0.778,0.000,0.222,1.000,0.000,0.000,0.111,0.667,0.222,0.000,0.000,9,F:EU
148663,0.750,0.000,0.250,1.000,0.000,0.000,0.125,0.625,0.125,0.000,0.000,8,F:EU
148664,0.714,0.000,0.286,1.000,0.000,0.000,0.000,0.714,0.143,0.000,0.000,7,F:EU
148665,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,6,F:EU
148666,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,6,F:EU
148667,0.800,0.000,0.200,1.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,5,F:EU
148668,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148669,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148670,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148671,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148681,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
148702,0.667,0.333,0.000,1.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,3,F:EU
148703,0.667,0.333,0.000,1.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,3,F:EU
149197,0.667,0.333,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149220,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149221,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149222,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149223,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149224,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149225,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149228,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149229,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149230,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149231,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149232,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149233,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149234,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149235,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149236,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149237,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149238,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149239,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149240,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149241,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149242,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149263,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,3,F:EU
149264,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,3,F:EU
149265,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,3,F:EU
149271,0.667,0.000,0.333,1.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,3,F:EU
149272,0.600,0.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,0.000,5,F:EU
149273,0.375,0.125,0.500,1.000,0.000,0.000,0.000,0.750,0.125,0.000,0.000,8,F:EU
149274,0.400,0.200,0.400,1.000,0.000,0.000,0.000,0.800,0.200,0.200,0.200,5,F:EU
149275,0.200,0.200,0.600,1.000,0.000,0.000,0.000,1.000,0.200,0.200,0.200,5,F:EU
149276,0.000,0.250,0.750,1.000,0.000,0.000,0.000,1.000,0.250,0.250,0.250,4,F:EU
149277,0.000,0.250,0.750,1.000,0.000,0.000,0.000,1.000,0.250,0.250,0.250,4,F:EU
149278,0.000,0.200,0.800,1.000,0.000,0.000,0.000,1.000,0.200,0.200,0.200,5,F:EU
149279,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
149280,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
149281,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
149282,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
149283,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
149284,0.000,0.167,0.833,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.167,6,F:EU
149285,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149286,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149287,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149288,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149289,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149290,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149291,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149292,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149293,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149294,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149295,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149296,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149297,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149298,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149299,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149300,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149301,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149302,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:EU
149303,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149304,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.200,5,F:EU
149305,0.167,0.000,0.833,1.000,0.000,0.000,0.000,1.000,0.000,0.167,0.167,6,F:EU
149306,0.125,0.250,0.625,1.000,0.000,0.000,0.000,1.000,0.250,0.125,0.125,8,F:EU
149307,0.143,0.286,0.571,1.000,0.000,0.000,0.000,1.000,0.286,0.000,0.000,7,F:EU
149308,0.143,0.286,0.571,1.000,0.000,0.000,0.000,1.000,0.286,0.000,0.000,7,F:EU
149309,0.167,0.333,0.500,1.000,0.000,0.000,0.000,1.000,0.333,0.000,0.000,6,F:EU
149310,0.167,0.333,0.500,1.000,0.000,0.000,0.000,1.000,0.333,0.000,0.000,6,F:EU
149311,0.250,0.250,0.500,1.000,0.000,0.000,0.000,0.875,0.250,0.000,0.000,8,F:EU
149312,0.300,0.300,0.400,1.000,0.000,0.000,0.000,0.900,0.300,0.000,0.000,10,F:EU
149313,0.385,0.231,0.385,1.000,0.000,0.000,0.000,0.769,0.308,0.000,0.000,13,F:EU
149314,0.417,0.250,0.333,1.000,0.000,0.000,0.000,0.750,0.333,0.000,0.000,12,F:EU
149315,0.417,0.250,0.333,1.000,0.000,0.000,0.000,0.750,0.333,0.000,0.000,12,F:EU
149316,0.333,0.250,0.417,1.000,0.000,0.000,0.000,0.833,0.333,0.000,0.000,12,F:EU
149317,0.333,0.250,0.417,1.000,0.000,0.000,0.000,0.833,0.333,0.000,0.000,12,F:EU
149318,0.385,0.231,0.385,1.000,0.000,0.000,0.000,0.846,0.308,0.000,0.000,13,F:EU
149319,0.417,0.250,0.333,1.000,0.000,0.000,0.000,0.833,0.333,0.000,0.000,12,F:EU
149320,0.417,0.250,0.333,1.000,0.000,0.000,0.000,0.833,0.333,0.000,0.000,12,F:EU
149321,0.500,0.167,0.333,1.000,0.000,0.000,0.083,0.750,0.250,0.000,0.000,12,F:EU
149322,0.583,0.083,0.333,1.000,0.000,0.000,0.083,0.667,0.167,0.000,0.000,12,F:EU
149323,0.615,0.077,0.308,1.000,0.000,0.000,0.077,0.692,0.231,0.000,0.000,13,F:EU
149324,0.571,0.071,0.357,1.000,0.000,0.000,0.071,0.714,0.214,0.000,0.000,14,F:EU
149325,0.538,0.154,0.308,1.000,0.000,0.000,0.077,0.692,0.308,0.000,0.000,13,F:EU
149326,0.615,0.077,0.308,1.000,0.000,0.000,0.077,0.692,0.231,0.000,0.000,13,F:EU
149327,0.615,0.077,0.308,1.000,0.000,0.000,0.077,0.692,0.231,0.000,0.000,13,F:EU
149328,0.583,0.083,0.333,1.000,0.000,0.000,0.083,0.750,0.250,0.000,0.000,12,F:EU
149329,0.700,0.100,0.200,1.000,0.000,0.000,0.100,0.700,0.300,0.000,0.000,10,F:EU
149330,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
149331,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
149332,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
149333,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
149334,0.700,0.000,0.300,1.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,10,F:EU
149335,0.875,0.000,0.125,1.000,0.000,0.000,0.125,0.625,0.250,0.000,0.000,8,F:EU
149336,0.875,0.000,0.125,1.000,0.000,0.000,0.125,0.625,0.250,0.000,0.000,8,F:EU
149337,0.857,0.000,0.143,1.000,0.000,0.000,0.143,0.571,0.143,0.000,0.000,7,F:EU
149338,0.833,0.000,0.167,1.000,0.000,0.000,0.000,0.667,0.167,0.000,0.000,6,F:EU
149339,0.800,0.000,0.200,1.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,5,F:EU
149340,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149341,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.250,0.000,0.000,4,F:EU
149342,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.250,0.000,0.000,4,F:EU
149343,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.250,0.000,0.000,4,F:EU
149344,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149353,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149354,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149355,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149376,0.500,0.250,0.250,1.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,4,F:EU
149378,0.667,0.333,0.000,1.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,3,F:EU
149871,0.667,0.333,0.000,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149896,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149897,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149898,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149899,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149900,0.333,0.333,0.333,1.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,3,F:EU
149903,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149904,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
149905,0.333,0.000,0.667,1.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,3,F:EU
