ID,MEAN_HYP:1,MEAN_HYP:2,MEAN_HYP:3,MEAN_FCT_HOD:1,MEAN_FCT_HOD:2,MEAN_FCT_HOD:3,MEAN_FCT_AL,MEAN_FCT_OL,MEAN_FCT_SF,MEAN_FCT_OT,MEAN_FCT_CM,NB_SPC,folds_split_C
enabled_col,T,T,T,T,T,T,T,T,T,T,T,F,F
60079,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.273,0.182,11,F:AF
60080,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.273,0.182,11,F:AF
60081,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
60082,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
60083,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60084,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60085,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60086,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60087,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60088,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60089,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60090,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60091,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60092,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60093,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60094,0.154,0.231,0.615,0.923,0.000,0.077,0.077,0.769,0.154,0.308,0.154,13,F:AF
60095,0.231,0.231,0.538,0.923,0.000,0.077,0.077,0.692,0.154,0.308,0.154,13,F:AF
60096,0.250,0.250,0.500,0.938,0.000,0.062,0.062,0.688,0.188,0.250,0.125,16,F:AF
60097,0.217,0.174,0.609,0.913,0.000,0.087,0.043,0.783,0.217,0.348,0.261,23,F:AF
60098,0.200,0.160,0.640,0.960,0.000,0.040,0.040,0.800,0.240,0.280,0.200,25,F:AF
60099,0.192,0.154,0.654,0.923,0.000,0.077,0.038,0.808,0.231,0.308,0.231,26,F:AF
60100,0.200,0.160,0.640,0.960,0.000,0.040,0.040,0.800,0.240,0.280,0.200,25,F:AF
60101,0.185,0.148,0.667,0.963,0.000,0.037,0.037,0.815,0.222,0.296,0.185,27,F:AF
60102,0.174,0.174,0.652,0.957,0.000,0.043,0.043,0.783,0.304,0.261,0.217,23,F:AF
60103,0.174,0.174,0.652,0.957,0.000,0.043,0.043,0.783,0.304,0.261,0.217,23,F:AF
60104,0.217,0.174,0.609,0.957,0.000,0.043,0.043,0.739,0.304,0.217,0.217,23,F:AF
60105,0.259,0.148,0.593,0.963,0.000,0.037,0.037,0.741,0.259,0.222,0.185,27,F:AF
60106,0.231,0.154,0.615,0.923,0.000,0.077,0.038,0.769,0.231,0.269,0.231,26,F:AF
60107,0.207,0.207,0.586,0.931,0.000,0.069,0.034,0.793,0.241,0.276,0.207,29,F:AF
60108,0.211,0.316,0.474,0.895,0.000,0.105,0.053,0.737,0.263,0.158,0.211,19,F:AF
60109,0.250,0.312,0.438,0.938,0.000,0.062,0.062,0.688,0.250,0.125,0.188,16,F:AF
60110,0.250,0.375,0.375,0.938,0.000,0.062,0.062,0.688,0.250,0.125,0.188,16,F:AF
60111,0.286,0.357,0.357,0.929,0.000,0.071,0.071,0.643,0.214,0.143,0.214,14,F:AF
60112,0.312,0.312,0.375,0.875,0.000,0.125,0.062,0.625,0.188,0.188,0.250,16,F:AF
60113,0.333,0.333,0.333,0.933,0.000,0.067,0.067,0.600,0.200,0.133,0.200,15,F:AF
60114,0.357,0.357,0.286,0.929,0.000,0.071,0.071,0.571,0.214,0.143,0.214,14,F:AF
60132,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,4,F:AF
60133,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,4,F:AF
60136,1.000,0.000,0.000,1.000,0.000,0.000,0.333,0.333,0.000,0.000,0.000,3,F:AF
60138,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,4,F:AF
60804,0.000,0.250,0.750,1.000,0.000,0.000,0.250,1.000,0.250,0.250,0.250,4,F:AF
60805,0.000,0.400,0.600,1.000,0.000,0.000,0.200,1.000,0.200,0.200,0.200,5,F:AF
60806,0.125,0.250,0.625,1.000,0.000,0.000,0.125,0.875,0.125,0.125,0.125,8,F:AF
60807,0.091,0.364,0.545,1.000,0.000,0.000,0.091,0.909,0.091,0.182,0.182,11,F:AF
60808,0.083,0.333,0.583,0.917,0.000,0.083,0.083,0.833,0.083,0.250,0.167,12,F:AF
60809,0.083,0.333,0.583,0.917,0.000,0.083,0.083,0.833,0.083,0.250,0.167,12,F:AF
60810,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
60811,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
60812,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
60813,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
60814,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60815,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60816,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60817,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60818,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60819,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60820,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60821,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60822,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60823,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
60824,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
60825,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
60826,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.714,0.143,0.286,0.143,14,F:AF
60827,0.231,0.231,0.538,0.923,0.000,0.077,0.077,0.692,0.154,0.308,0.154,13,F:AF
60828,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.714,0.214,0.286,0.143,14,F:AF
60829,0.263,0.211,0.526,0.947,0.000,0.053,0.053,0.737,0.105,0.368,0.158,19,F:AF
60830,0.208,0.167,0.625,0.958,0.000,0.042,0.042,0.792,0.208,0.292,0.208,24,F:AF
60831,0.222,0.148,0.630,0.963,0.000,0.037,0.037,0.778,0.259,0.259,0.185,27,F:AF
60832,0.231,0.154,0.615,0.962,0.000,0.038,0.038,0.769,0.269,0.269,0.192,26,F:AF
60833,0.231,0.154,0.615,0.962,0.000,0.038,0.038,0.769,0.269,0.269,0.192,26,F:AF
60834,0.200,0.160,0.640,0.960,0.000,0.040,0.040,0.800,0.280,0.280,0.200,25,F:AF
60835,0.269,0.154,0.577,0.962,0.000,0.038,0.038,0.731,0.269,0.231,0.192,26,F:AF
60836,0.269,0.154,0.577,0.962,0.000,0.038,0.038,0.731,0.269,0.231,0.192,26,F:AF
60837,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.240,0.240,0.200,25,F:AF
60838,0.214,0.214,0.571,0.929,0.000,0.071,0.036,0.786,0.214,0.286,0.179,28,F:AF
60839,0.214,0.214,0.571,0.929,0.000,0.071,0.036,0.786,0.214,0.286,0.179,28,F:AF
60840,0.190,0.333,0.476,0.905,0.000,0.095,0.048,0.762,0.238,0.190,0.190,21,F:AF
60841,0.222,0.389,0.389,0.944,0.000,0.056,0.056,0.722,0.278,0.111,0.167,18,F:AF
60842,0.267,0.333,0.400,0.933,0.000,0.067,0.067,0.667,0.200,0.133,0.200,15,F:AF
60843,0.250,0.375,0.375,0.938,0.000,0.062,0.062,0.688,0.188,0.188,0.188,16,F:AF
60844,0.294,0.353,0.353,0.941,0.000,0.059,0.059,0.647,0.235,0.176,0.176,17,F:AF
60845,0.312,0.312,0.375,0.938,0.000,0.062,0.062,0.625,0.188,0.188,0.188,16,F:AF
60846,0.357,0.357,0.286,0.929,0.000,0.071,0.071,0.571,0.214,0.143,0.214,14,F:AF
60864,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,4,F:AF
60870,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,4,F:AF
61538,0.000,0.250,0.750,1.000,0.000,0.000,0.250,1.000,0.250,0.250,0.250,4,F:AF
61539,0.000,0.400,0.600,1.000,0.000,0.000,0.200,1.000,0.200,0.200,0.200,5,F:AF
61540,0.111,0.222,0.667,1.000,0.000,0.000,0.111,0.889,0.111,0.222,0.222,9,F:AF
61541,0.091,0.364,0.545,1.000,0.000,0.000,0.091,0.909,0.091,0.182,0.182,11,F:AF
61542,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.231,13,F:AF
61543,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
61544,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
61545,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
61546,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
61547,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
61548,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
61549,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
61550,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
61551,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61552,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61553,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61554,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61555,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61556,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61557,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61558,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61559,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
61560,0.154,0.231,0.615,0.923,0.000,0.077,0.077,0.769,0.077,0.308,0.154,13,F:AF
61561,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.714,0.143,0.286,0.143,14,F:AF
61562,0.231,0.231,0.538,0.923,0.000,0.077,0.077,0.692,0.154,0.308,0.154,13,F:AF
61563,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.714,0.143,0.286,0.143,14,F:AF
61564,0.211,0.211,0.579,0.947,0.000,0.053,0.053,0.789,0.105,0.368,0.158,19,F:AF
61565,0.250,0.208,0.542,0.958,0.000,0.042,0.042,0.750,0.125,0.292,0.167,24,F:AF
61566,0.222,0.148,0.630,0.963,0.000,0.037,0.037,0.778,0.259,0.259,0.185,27,F:AF
61567,0.231,0.154,0.615,0.962,0.000,0.038,0.038,0.769,0.269,0.269,0.192,26,F:AF
61568,0.231,0.154,0.615,0.962,0.000,0.038,0.038,0.769,0.269,0.269,0.192,26,F:AF
61569,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.280,0.240,0.200,25,F:AF
61570,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.280,0.240,0.200,25,F:AF
61571,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.240,0.240,0.200,25,F:AF
61572,0.214,0.214,0.571,0.929,0.000,0.071,0.036,0.786,0.214,0.286,0.179,28,F:AF
61573,0.240,0.240,0.520,0.920,0.000,0.080,0.040,0.760,0.240,0.200,0.160,25,F:AF
61574,0.200,0.280,0.520,0.920,0.000,0.080,0.040,0.800,0.280,0.200,0.160,25,F:AF
61575,0.211,0.368,0.421,0.947,0.000,0.053,0.053,0.737,0.263,0.158,0.158,19,F:AF
61576,0.222,0.333,0.444,0.944,0.000,0.056,0.056,0.722,0.222,0.167,0.167,18,F:AF
61577,0.222,0.389,0.389,0.944,0.000,0.056,0.056,0.722,0.222,0.167,0.167,18,F:AF
61578,0.267,0.333,0.400,0.933,0.000,0.067,0.067,0.667,0.200,0.200,0.200,15,F:AF
61579,0.267,0.333,0.400,0.933,0.000,0.067,0.067,0.667,0.200,0.200,0.200,15,F:AF
61580,0.357,0.357,0.286,0.929,0.000,0.071,0.071,0.571,0.214,0.143,0.214,14,F:AF
61598,1.000,0.000,0.000,1.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,5,F:AF
61599,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,6,F:AF
61604,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,4,F:AF
61605,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,F:AF
62275,0.000,0.250,0.750,1.000,0.000,0.000,0.250,1.000,0.250,0.250,0.250,4,F:AF
62276,0.125,0.250,0.625,1.000,0.000,0.000,0.125,0.875,0.125,0.125,0.125,8,F:AF
62277,0.091,0.364,0.545,1.000,0.000,0.000,0.091,0.909,0.091,0.182,0.182,11,F:AF
62278,0.083,0.333,0.583,0.917,0.000,0.083,0.083,0.833,0.083,0.250,0.250,12,F:AF
62279,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
62280,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
62281,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
62282,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
62283,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
62284,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
62285,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
62286,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
62287,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
62288,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
62289,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
62290,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
62291,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
62292,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
62293,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
62294,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
62295,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
62296,0.000,0.273,0.727,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
62297,0.154,0.231,0.615,0.923,0.000,0.077,0.077,0.769,0.077,0.308,0.154,13,F:AF
62298,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.714,0.143,0.286,0.143,14,F:AF
62299,0.231,0.231,0.538,0.923,0.000,0.077,0.077,0.692,0.077,0.308,0.154,13,F:AF
62300,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.714,0.143,0.286,0.143,14,F:AF
62301,0.250,0.250,0.500,0.938,0.000,0.062,0.062,0.688,0.125,0.250,0.125,16,F:AF
62302,0.261,0.217,0.522,0.957,0.000,0.043,0.043,0.739,0.087,0.304,0.130,23,F:AF
62303,0.250,0.167,0.583,0.958,0.000,0.042,0.042,0.750,0.208,0.250,0.208,24,F:AF
62304,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.240,0.240,0.200,25,F:AF
62305,0.231,0.192,0.577,0.962,0.000,0.038,0.038,0.769,0.269,0.231,0.192,26,F:AF
62306,0.259,0.185,0.556,0.963,0.000,0.037,0.037,0.741,0.259,0.222,0.185,27,F:AF
62307,0.269,0.154,0.577,0.962,0.000,0.038,0.038,0.731,0.231,0.231,0.192,26,F:AF
62308,0.222,0.185,0.593,0.926,0.000,0.074,0.037,0.778,0.222,0.296,0.185,27,F:AF
62309,0.214,0.214,0.571,0.929,0.000,0.071,0.036,0.786,0.214,0.286,0.179,28,F:AF
62310,0.231,0.269,0.500,0.923,0.000,0.077,0.038,0.769,0.269,0.192,0.154,26,F:AF
62311,0.222,0.333,0.444,0.944,0.000,0.056,0.056,0.722,0.222,0.167,0.167,18,F:AF
62312,0.222,0.333,0.444,0.944,0.000,0.056,0.056,0.722,0.222,0.167,0.167,18,F:AF
62313,0.222,0.389,0.389,0.944,0.000,0.056,0.056,0.722,0.222,0.167,0.167,18,F:AF
62314,0.235,0.353,0.412,0.941,0.000,0.059,0.059,0.706,0.176,0.176,0.176,17,F:AF
62315,0.267,0.333,0.400,0.933,0.000,0.067,0.067,0.667,0.200,0.200,0.200,15,F:AF
62316,0.286,0.357,0.357,0.929,0.000,0.071,0.071,0.643,0.214,0.143,0.214,14,F:AF
62317,0.357,0.357,0.286,0.929,0.000,0.071,0.071,0.571,0.214,0.143,0.214,14,F:AF
62334,1.000,0.000,0.000,1.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,5,F:AF
62335,1.000,0.000,0.000,1.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,3,F:AF
62336,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,F:AF
62341,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,F:AF
63014,0.000,0.250,0.750,1.000,0.000,0.000,0.250,1.000,0.250,0.250,0.250,4,F:AF
63015,0.125,0.250,0.625,1.000,0.000,0.000,0.125,0.875,0.125,0.125,0.125,8,F:AF
63016,0.091,0.364,0.545,1.000,0.000,0.000,0.091,0.909,0.091,0.182,0.182,11,F:AF
63017,0.083,0.333,0.583,0.917,0.000,0.083,0.083,0.833,0.083,0.250,0.250,12,F:AF
63018,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
63019,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
63020,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
63021,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
63022,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
63023,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
63024,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
63025,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
63026,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63027,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63028,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63029,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63030,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63031,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63032,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63033,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63034,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63035,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.917,0.083,0.333,0.167,12,F:AF
63036,0.154,0.231,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
63037,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.786,0.071,0.286,0.143,14,F:AF
63038,0.286,0.214,0.500,0.929,0.000,0.071,0.071,0.643,0.071,0.286,0.143,14,F:AF
63039,0.286,0.214,0.500,0.929,0.000,0.071,0.071,0.643,0.071,0.286,0.143,14,F:AF
63040,0.286,0.214,0.500,0.929,0.000,0.071,0.071,0.643,0.071,0.286,0.143,14,F:AF
63041,0.267,0.267,0.467,0.933,0.000,0.067,0.067,0.667,0.133,0.200,0.133,15,F:AF
63042,0.300,0.250,0.450,0.950,0.000,0.050,0.050,0.700,0.100,0.250,0.150,20,F:AF
63043,0.273,0.227,0.500,0.955,0.000,0.045,0.045,0.727,0.091,0.273,0.136,22,F:AF
63044,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.240,0.240,0.200,25,F:AF
63045,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.240,0.240,0.200,25,F:AF
63046,0.240,0.160,0.600,0.960,0.000,0.040,0.040,0.760,0.240,0.240,0.200,25,F:AF
63047,0.240,0.200,0.560,0.960,0.000,0.040,0.040,0.760,0.200,0.240,0.160,25,F:AF
63048,0.214,0.214,0.571,0.929,0.000,0.071,0.036,0.786,0.214,0.286,0.179,28,F:AF
63049,0.250,0.292,0.458,0.917,0.000,0.083,0.042,0.708,0.208,0.208,0.167,24,F:AF
63050,0.263,0.316,0.421,0.947,0.000,0.053,0.053,0.684,0.211,0.158,0.158,19,F:AF
63051,0.222,0.333,0.444,0.944,0.000,0.056,0.056,0.722,0.222,0.167,0.167,18,F:AF
63052,0.200,0.300,0.500,0.900,0.000,0.100,0.050,0.750,0.200,0.200,0.200,20,F:AF
63053,0.222,0.333,0.444,0.944,0.000,0.056,0.056,0.722,0.167,0.167,0.167,18,F:AF
63054,0.222,0.333,0.444,0.944,0.000,0.056,0.056,0.722,0.167,0.167,0.167,18,F:AF
63055,0.267,0.333,0.400,0.933,0.000,0.067,0.067,0.667,0.200,0.133,0.200,15,F:AF
63056,0.357,0.357,0.286,0.929,0.000,0.071,0.071,0.571,0.214,0.143,0.214,14,F:AF
63073,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,6,F:AF
63074,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,4,F:AF
63076,1.000,0.000,0.000,1.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,5,F:AF
63077,1.000,0.000,0.000,1.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,4,F:AF
63081,1.000,0.000,0.000,1.000,0.000,0.000,0.500,0.250,0.000,0.000,0.000,4,F:AF
63755,0.000,0.250,0.750,1.000,0.000,0.000,0.250,1.000,0.250,0.250,0.250,4,F:AF
63756,0.111,0.333,0.556,1.000,0.000,0.000,0.111,0.889,0.111,0.111,0.111,9,F:AF
63757,0.091,0.364,0.545,1.000,0.000,0.000,0.091,0.909,0.091,0.182,0.182,11,F:AF
63758,0.091,0.364,0.545,0.909,0.000,0.091,0.091,0.818,0.091,0.182,0.182,11,F:AF
63759,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
63760,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
63761,0.071,0.286,0.643,0.929,0.000,0.071,0.071,0.857,0.071,0.357,0.214,14,F:AF
63762,0.077,0.308,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
63763,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
63764,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
63765,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
63766,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.833,0.083,0.333,0.167,12,F:AF
63767,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.818,0.091,0.364,0.182,11,F:AF
63768,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63769,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63770,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63771,0.000,0.300,0.700,0.900,0.000,0.100,0.100,0.900,0.100,0.400,0.200,10,F:AF
63772,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63773,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63774,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63775,0.091,0.273,0.636,0.909,0.000,0.091,0.091,0.909,0.091,0.364,0.182,11,F:AF
63776,0.083,0.250,0.667,0.917,0.000,0.083,0.083,0.917,0.083,0.333,0.167,12,F:AF
63777,0.154,0.231,0.615,0.923,0.000,0.077,0.077,0.846,0.077,0.308,0.154,13,F:AF
63778,0.214,0.214,0.571,0.929,0.000,0.071,0.071,0.786,0.071,0.286,0.143,14,F:AF
63779,0.267,0.200,0.533,0.933,0.000,0.067,0.067,0.733,0.067,0.267,0.133,15,F:AF
63780,0.308,0.231,0.462,0.923,0.000,0.077,0.077,0.615,0.077,0.308,0.154,13,F:AF
63781,0.333,0.250,0.417,0.917,0.000,0.083,0.083,0.583,0.083,0.250,0.167,12,F:AF
63782,0.286,0.214,0.500,0.929,0.000,0.071,0.071,0.643,0.071,0.286,0.214,14,F:AF
